コード,銘柄名,市場,現在値,前日比(%)
2558,ＭＡＸＩＳ米株ＳＰ５００,東ETF,"30,880","+170.0 (+0.55%) "
2559,ＭＡＸＩＳ全世界株式,東ETF,"26,760","-75.0 (-0.28%) "
255A,ジーエルテクノＨＬＤＧ,東S,"3,830","-290.0 (-7.04%) "
2560,ＭＡＸＩＳカーボン日本株,東ETF,"57,230","0.0 (0.00%) "
2561,ｉＳコア日本国債ＥＴＦ,東ETF,"2,102","-14.0 (-0.66%) "
2562,上場米株ダウ平均為替ヘッジあり,東ETF,"3,430","+7.0 (+0.20%) "
2563,ｉＳＳＰ５百米株ヘジ,東ETF,"366","+0.5 (+0.14%) "
2564,ＧＸスーパーディビ,東ETF,"3,669","-87.0 (-2.32%) "
2565,ＧＸロジＪリート,東ETF,"971","-9.0 (-0.92%) "
2566,上場日経 ＥＳＧリート,東ETF,"1,125","-22.0 (-1.92%) "
2567,ＮＺＡＭ　カーボン,東ETF,"502.7","-14.2 (-2.75%) "
2568,上場ＮＳＱ１００ヘ無,東ETF,"6,680","+60.0 (+0.91%) "
2569,上場ＮＳＱ１００ヘ有,東ETF,"3,656","+17.0 (+0.47%) "
256A,飛島ＨＬＤＧ,東P,"2,440","-74.0 (-2.94%) "
2573,北海道コカ・コーラボトリング,東S,"4,055","-35.0 (-0.86%) "
2579,コカ・コーラボトラーズＪＰＨＤ,東P,"4,201","+62.0 (+1.50%) "
257A,ＳＭＴ日本株厳選投資アクティブ,東ETF,"3,116","-98.0 (-3.05%) "
2585,ライフドリンク　カンパニー,東P,"1,193","+4.0 (+0.34%) "
2586,フルッタフルッタ,東G,"116","-2.0 (-1.69%) "
2587,サントリー食品インターナショナ,東P,"4,762","-92.0 (-1.90%) "
2588,プレミアムウォーターＨＬＤＧ,東S,"4,075","0.0 (0.00%) "
258A,ＳＭＴ国内リート厳選アクティブ,東ETF,"2,284","-31.0 (-1.34%) "
2590,ダイドーグループＨＬＤＧ,東P,"2,566","-44.0 (-1.69%) "
2593,伊藤園,東P,"2,838","-148.5 (-4.97%) "
2594,キーコーヒー,東P,"1,996","+3.0 (+0.15%) "
2597,ユニカフェ,東S,"1,050","-8.0 (-0.76%) "
259A,ケイ・ウノ,名N,"1,381","-3.0 (-0.22%) "
2602,日清オイリオグループ,東P,"6,020","-80.0 (-1.31%) "
2607,不二製油,東P,"3,694","-187.0 (-4.82%) "
2612,かどや製油,東S,"5,000","-200.0 (-3.85%) "
2613,Ｊ―オイルミルズ,東P,"2,059","-41.0 (-1.95%) "
261A,日水コン,東S,"2,350","-24.0 (-1.01%) "
2620,ｉＳ米国債 １−３ 年,東ETF,"368.1","+0.5 (+0.14%) "
2621,ｉＳ米国債 ２０年超ヘッジ,東ETF,"1,101","-11.0 (-0.99%) "
2622,ｉＳ米ドル建て新興国債ヘッジ,東ETF,"1,766","-4.0 (-0.23%) "
2623,ｉＳユーロ建て投資社債 ヘッジ,東ETF,"2,001","-17.0 (-0.84%) "
2624,ｉＦ日経２２５（年４回決算型）,東ETF,"5,651","-184.0 (-3.15%) "
2625,ｉＦＴＯＰＩＸ（年４回決算型）,東ETF,"3,790","-113.0 (-2.90%) "
2626,ＧＸデジタルイノベーション,東ETF,"2,708","-63.0 (-2.27%) "
2627,ＧＸｅコマース,東ETF,"1,328","-36.0 (-2.64%) "
2628,ｉＦ中国科創板５０,東ETF,"3,080","-165.0 (-5.08%) "
2629,ｉＦ中国ＧＢＡ１００,東ETF,"3,577","-14.0 (-0.39%) "
262A,インターメスティック,東P,"1,783","-75.0 (-4.04%) "
2630,ＭＡＸＩＳ米株Ｓ＆Ｐ５００,東ETF,"14,530","-85.0 (-0.58%) "
2631,ＭＡＸＩＳナスダック１００,東ETF,"27,915","+255.0 (+0.92%) "
2632,ＭＡＸＩＳナスダック１００ヘ,東ETF,"15,270","-85.0 (-0.55%) "
2633,ＮＦ　Ｓ＆Ｐ５００ ヘッジなし,東ETF,"497","+2.6 (+0.53%) "
2634,ＮＦ　Ｓ＆Ｐ５００ ヘッジあり,東ETF,"2,867","+37.0 (+1.31%) "
2636,ＧＸ ガバナンス・クオリティ,東ETF,"4,463","-128.0 (-2.79%) "
2637,ＧＸ　クリーンテック,東ETF,"2,380","-120.0 (-4.80%) "
2638,ＧＸ ロボティクス＆ＡＩ,東ETF,"2,524","-112.0 (-4.25%) "
2639,ＧＸ バイオ＆メドテック,東ETF,"1,718","-41.0 (-2.33%) "
263A,デジタルキューブ,東PRO,"--","-- (--%) "
2640,ＧＸ ゲーム＆アニメ,東ETF,"3,875","-139.0 (-3.46%) "
2641,ＧＸグローバルリーダーズ,東ETF,"4,375","-86.0 (-1.93%) "
2642,ＳＭＴカーボンエフィシェント,東ETF,"50,100","-850.0 (-1.67%) "
2643,ＮＦＭＳＣＩジャパンセレクト,東ETF,"3,848","-126.0 (-3.17%) "
2644,ＧＸ　半導体関連,東ETF,"3,351","-65.0 (-1.90%) "
2645,ＧＸ　レジャー＆エンターテイン,東ETF,"2,585","-102.0 (-3.80%) "
2646,ＧＸ　メタルビジネス,東ETF,"4,158","-208.0 (-4.76%) "
2647,ＮＦ米国債７―１０年ヘッジなし,東ETF,"6,080","-5.0 (-0.08%) "
2648,ＮＦ米国債７―１０年ヘッジあり,東ETF,"3,558","-25.0 (-0.70%) "
2649,ｉＳ米国政府系機関ジニ　ヘッジ,東ETF,"609","+0.4 (+0.07%) "
264A,Ｓｃｈｏｏ,東G,"565","-34.0 (-5.68%) "
2652,まんだらけ,東S,"339","-13.0 (-3.69%) "
2653,イオン九州,東S,"2,791","-49.0 (-1.73%) "
2654,アスモ,東S,"402","-5.0 (-1.23%) "
2656,ベクターＨＬＤＧ,東S,"142","-4.0 (-2.74%) "
2659,サンエー,東P,"2,992","-53.0 (-1.74%) "
265A,Ｈｍｃｏｍｍ,東G,"960","-22.0 (-2.24%) "
2664,カワチ薬品,東P,"3,175","-85.0 (-2.61%) "
2666,オートウェーブ,東S,"171","-6.0 (-3.39%) "
2667,イメージワン,東S,"240","-11.0 (-4.38%) "
2668,タビオ,東S,"1,262","-14.0 (-1.10%) "
2669,カネ美食品,東S,"3,435","-30.0 (-0.87%) "
266A,グローカルマーケティング,東PRO,"--","-- (--%) "
2670,エービーシー・マート,東P,"2,489","-98.0 (-3.79%) "
2673,夢みつけ隊,東S,"201","-12.0 (-5.63%) "
2674,ハードオフコーポレーション,東P,"2,020","-48.0 (-2.32%) "
2676,高千穂交易,東P,"2,085","-46.0 (-2.16%) "
2678,アスクル,東P,"1,216","-33.0 (-2.64%) "
267A,トワライズ,東PRO,"--","-- (--%) "
2681,ゲオＨＬＤＧ,東P,"1,707","-69.0 (-3.89%) "
2683,魚喜,東S,"999","-1.0 (-0.10%) "
2685,アンドエスティＨＤ,東P,"2,765","-147.0 (-5.05%) "
2686,ジーフット,東S,"281","-1.0 (-0.35%) "
2687,シー・ヴイ・エス・ベイエリア,東S,"493","-10.0 (-1.99%) "
2689,オルバヘルスケアＨＬＤＧ,東S,"2,145","-5.0 (-0.23%) "
268A,リガク・ＨＬＤＧ,東P,"1,781","-53.0 (-2.89%) "
2692,伊藤忠食品,東P,"13,100","-20.0 (-0.15%) "
2693,ＹＫＴ,東S,"247","0.0 (0.00%) "
2694,焼肉坂井ＨＬＤＧ,東S,"73","-1.0 (-1.35%) "
2695,くら寿司,東P,"3,610","-60.0 (-1.63%) "
2698,キャンドゥ,東S,"3,225","-125.0 (-3.73%) "
269A,Ｓａｐｅｅｔ,東G,"2,160","-237.0 (-9.89%) "
2700,木徳神糧,東S,"2,085","-84.0 (-3.87%) "
2702,日本マクドナルドＨＬＤＧ,東S,"7,600","+110.0 (+1.47%) "
2705,大戸屋ＨＬＤＧ,東S,"7,380","-120.0 (-1.60%) "
2708,久世,東S,"2,190","-41.0 (-1.84%) "
271A,アクセリア,東PRO,"--","-- (--%) "
2721,ジェイＨＬＤＧ,東S,"173","0.0 (0.00%) "
2722,ＩＫＨＬＤＧ,東S,"391","-1.0 (-0.26%) "
2726,パルグループＨＬＤＧ,東P,"1,476","-97.0 (-6.17%) "
2730,エディオン,東P,"2,175","-70.0 (-3.12%) "
2733,あらた,東P,"3,000","-40.0 (-1.32%) "
2734,サーラコーポレーション,東P,"1,153","-69.0 (-5.65%) "
2735,ワッツ,東S,"635","-26.0 (-3.93%) "
2736,フェスタリアＨＬＤＧ,東S,"640","-4.0 (-0.62%) "
2737,トーメンデバイス,東P,"13,000","-770.0 (-5.59%) "
273A,ＳＢＩサウジアラビア株式上場投,東ETF,"9,414","-103.0 (-1.08%) "
2742,ハローズ,東P,"4,500","-175.0 (-3.74%) "
2747,北雄ラッキー,東S,"2,999","-16.0 (-0.53%) "
2749,ＪＰ　ＨＬＤＧ,東P,"756","-22.0 (-2.83%) "
274A,ガーデン,東S,"2,269","-44.0 (-1.90%) "
2750,石光商事,東S,"1,409","-51.0 (-3.49%) "
2751,テンポスＨＬＤＧ,東S,"4,000","-70.0 (-1.72%) "
2752,フジオフードグループ本社,東P,"1,070","-9.0 (-0.83%) "
2753,あみやき亭,東P,"1,425","-32.0 (-2.20%) "
275A,ハンワホームズ,名N,"394","+13.0 (+3.41%) "
2760,東京エレクトロン　デバイス,東P,"3,385","-325.0 (-8.76%) "
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ,東S,"98","0.0 (0.00%) "
2763,エフティグループ,東S,"1,250","-33.0 (-2.57%) "
2764,ひらまつ,東S,"151","-6.0 (-3.82%) "
2767,円谷フィールズＨＬＤＧ,東P,"1,465","-74.0 (-4.81%) "
2768,双日,東P,"6,881","-179.0 (-2.54%) "
2769,ヴィレッジヴァンガードコーポレ,東S,"968","-1.0 (-0.10%) "
276A,ククレブ・アドバイザーズ,東G,"3,455","-250.0 (-6.75%) "
2776,新都ＨＬＤＧ,東S,"137","-4.0 (-2.84%) "
2778,パレモＨＬＤＧ,東S,"153","0.0 (0.00%) "
277A,グロービング,東G,"2,137","-54.0 (-2.46%) "
2780,コメ兵ＨＬＤＧ,東S,"4,555","-210.0 (-4.41%) "
2782,セリア,東S,"4,130","-155.0 (-3.62%) "
2784,アルフレッサＨＬＤＧ,東P,"2,591.5","-57.5 (-2.17%) "
2788,アップルインターナショナル,東S,"351","-7.0 (-1.96%) "
2789,カルラ,東S,"463","-3.0 (-0.64%) "
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,東G,"2,441","-300.0 (-10.94%) "
2790,ナフコ,東S,"2,338","0.0 (0.00%) "
2791,大黒天物産,東P,"5,270","-180.0 (-3.30%) "
2792,ハニーズＨＬＤＧ,東P,"1,491","-34.0 (-2.23%) "
2795,日本プリメックス,東S,"931","-24.0 (-2.51%) "
2796,ファーマライズホールディングス,東S,"510","-2.0 (-0.39%) "
2798,ワイズテーブルコーポレーション,東S,"2,917","-3.0 (-0.10%) "
279A,インターグ,東PRO,"--","-- (--%) "
2801,キッコーマン,東P,"1,408.5","-44.5 (-3.06%) "
2802,味の素,東P,"4,714","-221.0 (-4.48%) "
2804,ブルドックソース,東P,"1,860","-36.0 (-1.90%) "
2805,エスビー食品,東S,"4,590","-40.0 (-0.86%) "
2806,ユタカフーズ,東S,"2,120","-46.0 (-2.12%) "
2809,キユーピー,東P,"4,409","-94.0 (-2.09%) "
280A,ＴＭＨ,東G,"1,460","-27.0 (-1.82%) "
2810,ハウス食品グループ本社,東P,"3,012","-60.0 (-1.95%) "
2811,カゴメ,東P,"2,789","-80.0 (-2.79%) "
2813,和弘食品,東S,"3,880","-125.0 (-3.12%) "
2814,佐藤食品工業,東S,"3,230","-55.0 (-1.67%) "
2815,アリアケジャパン,東P,"5,940","-130.0 (-2.14%) "
2816,ダイショー,東S,"1,423","+2.0 (+0.14%) "
2818,ピエトロ,東S,"1,778","-1.0 (-0.06%) "
2819,エバラ食品工業,東S,"2,679","-53.0 (-1.94%) "
281A,インフォメティス,東G,"329","-5.0 (-1.50%) "
2820,やまみ,東S,"5,130","+160.0 (+3.22%) "
282A,ＧＸ　半導体・トップ１０−日本,東ETF,"1,839","-68.0 (-3.57%) "
2831,はごろもフーズ,東S,"3,455","-25.0 (-0.72%) "
2836,ＧＸ　フィンテック日本株,東ETF,"2,836","-73.0 (-2.51%) "
2837,ＧＸ中小型リーダーズ日本,東ETF,"3,152","-177.0 (-5.32%) "
2838,ＭＸＳ米国債７―１０ヘッジなし,東ETF,"9,011","-26.0 (-0.29%) "
2839,ＭＸＳ米国債７―１０ヘッジあり,東ETF,"5,270","-47.0 (-0.88%) "
283A,ＧＸ　ＵＳテック・配当貴族,東ETF,"1,174","+4.0 (+0.34%) "
2840,ｉＦｒＥＴＦ　ＮＡＳＤ１００無,東ETF,"2,244","+10.0 (+0.45%) "
2841,ｉＦｒＥＴＦ　ＮＡＳＤ１００有,東ETF,"1,448","+12.0 (+0.84%) "
2842,ｉＦｒＥＴＦ　ＮＡＳＤ１００イ,東ETF,"14,585","-65.0 (-0.44%) "
2843,上場インファンド豪州国債有,東ETF,"3,799","-36.0 (-0.94%) "
2844,上場インファンド豪州国債無,東ETF,"5,622","-17.0 (-0.30%) "
2845,ＮＦ　ＮＳＱ１００有上場投信,東ETF,"3,018","+13.0 (+0.43%) "
2846,ＮＦ　ダウ工業株３０有上場投信,東ETF,"2,374","+7.0 (+0.30%) "
2847,ＧＸ　新成長インフラ日本株式,東ETF,"2,690","-91.0 (-3.27%) "
2848,ＧＸ　ＭＳＣＩ　気候変動日本株,東ETF,"2,792","-79.0 (-2.75%) "
2849,ＧＸ　ＭＯＲ高配当ＥＳＧ日本株,東ETF,"5,422","+13.0 (+0.24%) "
284A,フクヤ建設,東PRO,"--","-- (--%) "
2851,ｉＳ　ＭＳＣＩ　ジャパンＳＲＩ,東ETF,"355","-9.6 (-2.63%) "
2852,ｉＳ　グリーンＪリート　ＥＴＦ,東ETF,"194.5","-2.8 (-1.42%) "
2853,ｉＳ　気候リスク調整世界国債,東ETF,"642.4","0.0 (0.00%) "
2854,ＧＸ　テック・トップ　２０,東ETF,"2,108","-76.0 (-3.48%) "
2855,ＧＸ　グリーン・ＪＲＥＩＴ,東ETF,"1,045","-11.0 (-1.04%) "
2856,ｉＳ　米国債３―７年ヘッジあり,東ETF,"677.4","-3.6 (-0.53%) "
2857,ｉＳ　ドイツ国債ヘッジあり,東ETF,"645.8","-4.0 (-0.62%) "
2858,ＧＸ　日経２２５　カバード・コ,東ETF,"1,377","-27.0 (-1.92%) "
2859,ＮＦ　ユーロ５０有　連動型投信,東ETF,"2,995","-45.0 (-1.48%) "
285A,キオクシアＨＬＤＧ,東P,"20,200","-1,315.0 (-6.11%) "
2860,ＮＦ　ドイツＤＡＸ有　連動投信,東ETF,"3,148","-62.0 (-1.93%) "
2861,上場インファンドフランス国債無,東ETF,"5,926","-114.0 (-1.89%) "
2862,上場インファンドフランス国債有,東ETF,"4,061","-33.0 (-0.81%) "
2864,ＧＸ　ロジスティクス・ＲＥＩＴ,東ETF,"1,360","+7.0 (+0.52%) "
2865,ＧＸ　ＮＡＳ１００・カバード,東ETF,"1,216","+5.0 (+0.41%) "
2866,ＧＸ　米国優先証券　ＥＴＦ,東ETF,"1,015","+6.0 (+0.59%) "
2867,ＧＸ　自動運転＆ＥＶ,東ETF,"1,582","-20.0 (-1.25%) "
2868,ＧＸ　Ｓ＆Ｐ５００・カバード,東ETF,"1,109","+5.0 (+0.45%) "
2869,ダイワＮＡＳＤＡＱ１００　レバ,東ETF,"55,430","+540.0 (+0.98%) "
286A,ユカリア,東G,"844","-17.0 (-1.97%) "
2870,ダイワＮＡＳＤＡＱ１００　ダブ,東ETF,"11,205","-120.0 (-1.06%) "
2871,ニチレイ,東P,"2,090","-47.5 (-2.22%) "
2872,セイヒョー,東S,"2,074","+1.0 (+0.05%) "
2874,横浜冷凍,東P,"1,473","+3.0 (+0.20%) "
2875,東洋水産,東P,"11,810","-545.0 (-4.41%) "
2876,デルソーレ,東S,"471","-2.0 (-0.42%) "
2877,日東ベスト,東S,"755","+1.0 (+0.13%) "
287A,黒田グループ,東S,"1,080","-36.0 (-3.23%) "
2882,イートアンドＨＬＤＧ,東P,"1,936","-15.0 (-0.77%) "
2883,大冷,東S,"2,001","-1.0 (-0.05%) "
2884,ヨシムラ・フード・ＨＬＤＧ,東P,"970","-54.0 (-5.27%) "
288A,ラクサス・テクノロジーズ,東G,"122","-6.0 (-4.69%) "
2892,日本食品化工,東S,"3,865","-85.0 (-2.15%) "
2894,石井食品,東S,"360","-10.0 (-2.70%) "
2897,日清食品ＨＬＤＧ,東P,"3,137","-129.0 (-3.95%) "
2901,ウェルディッシュ,東S,"372","-32.0 (-7.92%) "
2902,太陽化学,名M,"2,981","-39.0 (-1.29%) "
2903,シノブフーズ,東S,"1,902","-25.0 (-1.30%) "
2904,一正蒲鉾,東S,"754","-2.0 (-0.26%) "
2907,あじかん,東S,"1,495","+15.0 (+1.01%) "
2908,フジッコ,東P,"1,611","-21.0 (-1.29%) "
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,東G,"1,400","-49.0 (-3.38%) "
2910,ロック・フィールド,東P,"1,394","-7.0 (-0.50%) "
2911,旭松食品,東S,"2,353","+23.0 (+0.99%) "
2914,日本たばこ産業,東P,"5,806","-176.0 (-2.94%) "
2915,ケンコーマヨネーズ,東P,"2,333","-1.0 (-0.04%) "
2916,仙波糖化工業,東S,"737","-2.0 (-0.27%) "
2917,大森屋,東S,"907","-7.0 (-0.77%) "
2918,わらべや日洋ＨＬＤＧ,東P,"3,205","-200.0 (-5.87%) "
291A,リスキル,東G,"3,215","-50.0 (-1.53%) "
2922,なとり,東P,"1,944","-12.0 (-0.61%) "
2923,サトウ食品,東S,"7,390","-200.0 (-2.64%) "
2924,イフジ産業,東S,"2,000","-65.0 (-3.15%) "
2926,篠崎屋,東S,"97","-2.0 (-2.02%) "
2927,ＡＦＣ―ＨＤアムスライフ,東S,"886","-14.0 (-1.56%) "
2929,ファーマフーズ,東P,"602","-22.0 (-3.53%) "
292A,エスアイイー,東PRO,"--","-- (--%) "
2930,北の達人,東P,"128","-3.0 (-2.29%) "
2931,ユーグレナ,東P,"373","-4.0 (-1.06%) "
2932,ＳＴＩフードＨＬＤＧ,東S,"1,266","-9.0 (-0.71%) "
2933,紀文食品,東P,"1,063","-15.0 (-1.39%) "
2934,ジェイフロンティア,東G,"1,256","-36.0 (-2.79%) "
2935,ピックルスＨＬＤＧ,東P,"1,212","-23.0 (-1.86%) "
2936,ベースフード,東G,"340","-17.0 (-4.76%) "
2937,サンクゼール,東G,"1,765","-2.0 (-0.11%) "
2938,オカムラ食品工業,東S,"1,191","-53.0 (-4.26%) "
294A,ＮＦＭＳＣＩ気候変動指数連動型,東ETF,"2,683","-65.0 (-2.37%) "
295A,ＯｎｅＦＴＳＥサウジアラビアイ,東ETF,"9,603","+73.0 (+0.77%) "
2961,日本調理機,東S,"5,100","+130.0 (+2.62%) "
2962,テクニスコ,東S,"1,097","-85.0 (-7.19%) "
296A,令和アカウンティング・ＨＬＤＧ,東G,"650","-17.0 (-2.55%) "
2970,ＧＬＣ　ＧＲＯＵＰ,東S,"1,165","-41.0 (-3.40%) "
2971,エスコンジャパンリート投資法人,東REIT,"123,600","-400.0 (-0.32%) "
2972,サンケイリアルエステート投資,東REIT,"125,900","-300.0 (-0.24%) "
2975,スター・マイカ・ＨＬＤＧ,東P,"1,653","+11.0 (+0.67%) "
2978,ツクルバ,東G,"431","-14.0 (-3.15%) "
2979,ＳＯＳｉＬＡ 物流リート投資,東REIT,"128,600","-1,900.0 (-1.46%) "
297A,アルピコＨＬＤＧ,東S,"247","-3.0 (-1.20%) "
2980,ＳＲＥ　ＨＬＤＧ,東P,"2,751","-129.0 (-4.48%) "
2981,ランディックス,東G,"2,270","-70.0 (-2.99%) "
2982,ＡＤワークスグループ,東P,"428","-21.0 (-4.68%) "
2983,アールプランナー,東G,"2,057","-55.0 (-2.60%) "
2984,ヤマイチエステート,東S,"774","-6.0 (-0.77%) "
2985,ファーストステージ,東PRO,"--","-- (--%) "
2986,ＬＡ　ＨＬＤＧ,東G,"9,300","-500.0 (-5.10%) "
2989,東海道リート投資法人,東REIT,"111,500","-1,200.0 (-1.06%) "
298A,ＧＶＡ　ＴＥＣＨ,東G,"372","-1.0 (-0.27%) "
2990,アイダ設計,東PRO,"--","-- (--%) "
2991,ランドネット,東S,"633","-28.0 (-4.24%) "
2992,アーバンライク,東PRO,"--","-- (--%) "
2993,長栄,東S,"2,581","-41.0 (-1.56%) "
2994,アンサーＨＬＤＧ,東PRO,"--","-- (--%) "
2995,ジェイレックス,東PRO,"--","-- (--%) "
2997,ストレージ王,東G,"946","+1.0 (+0.11%) "
2998,クリアル,東G,"765","-11.0 (-1.42%) "
2999,ホームポジション,東S,"456","-12.0 (-2.56%) "
299A,クラシル,東G,"993","-6.0 (-0.60%) "
3001,片倉工業,東S,"3,115","+30.0 (+0.97%) "
3002,グンゼ,東P,"4,580","-140.0 (-2.97%) "
3003,ヒューリック,東P,"1,986","-63.0 (-3.07%) "
3004,神栄,東S,"2,650","-75.0 (-2.75%) "
300A,ＭＩＣ,東S,"2,662","+60.0 (+2.31%) "
3010,ポラリス・ＨＬＤＧ,東S,"185","-8.0 (-4.15%) "
3011,バナーズ,東S,"151","-3.0 (-1.95%) "
301A,インデックス,東PRO,"--","-- (--%) "
3020,アプライド,東S,"4,185","-125.0 (-2.90%) "
3021,パシフィックネット,東S,"2,409","-83.0 (-3.33%) "
3023,ラサ商事,東S,"2,176","-102.0 (-4.48%) "
3024,クリエイト,東S,"1,230","-13.0 (-1.05%) "
3028,アルペン,東P,"2,131","-58.0 (-2.65%) "
302A,ビースタイルＨＬＤＧ,東G,"1,220","+5.0 (+0.41%) "
3030,ハブ,東S,"944","+6.0 (+0.64%) "
3031,ラクーンＨＬＤＧ,東P,"646","-8.0 (-1.22%) "
3032,ゴルフ・ドゥ,名N,"344","-2.0 (-0.58%) "
3034,クオールＨＬＤＧ,東P,"1,826","-45.0 (-2.41%) "
3035,ケイティケイ,東S,"664","0.0 (0.00%) "
3036,アルコニックス,東P,"3,135","-110.0 (-3.39%) "
3038,神戸物産,東P,"3,580","-119.0 (-3.22%) "
303A,ｖｉｓｕｍｏ,東G,"788","-34.0 (-4.14%) "
3040,ソリトンシステムズ,東P,"1,844","-76.0 (-3.96%) "
3041,ビューティカダンＨＬＤＧ,東S,"505","-5.0 (-0.98%) "
3042,セキュアヴェイル,東S,"306","-13.0 (-4.08%) "
3045,カワサキ,東S,"1,462","-7.0 (-0.48%) "
3046,ジンズＨＬＤＧ,東P,"5,120","-60.0 (-1.16%) "
3048,ビックカメラ,東P,"1,729.5","-61.5 (-3.43%) "
304A,フォルシア,東G,"1,787","+7.0 (+0.39%) "
3050,ＤＣＭ　ＨＬＤＧ,東P,"1,664","-38.0 (-2.23%) "
3053,ペッパーフードサービス,東S,"175","-4.0 (-2.23%) "
3054,ハイパー,東S,"263","-11.0 (-4.01%) "
3058,三洋堂ＨＬＤＧ,東S,"685","-5.0 (-0.72%) "
3059,ヒラキ,東S,"833","-1.0 (-0.12%) "
305A,ダブルツリー,東PRO,"--","-- (--%) "
3063,ジェイグループＨＬＤＧ,東G,"789","-18.0 (-2.23%) "
3064,ＭｏｎｏｔａＲＯ,東P,"1,950.5","-109.5 (-5.32%) "
3065,ライフフーズ,東S,"1,616","-2.0 (-0.12%) "
3066,ＪＢイレブン,名M,"647","+2.0 (+0.31%) "
3067,東京一番フーズ,東S,"467","-1.0 (-0.21%) "
3068,ＷＤＩ,東S,"3,190","-30.0 (-0.93%) "
3069,ＪＦＬＡ　ＨＬＤＧ,東S,"171","-7.0 (-3.93%) "
3070,ジェリービーンズグループ,東G,"108","-2.0 (-1.82%) "
3071,ストリーム,東S,"107","-2.0 (-1.83%) "
3075,銚子丸,東S,"1,571","-32.0 (-2.00%) "
3076,あいＨＬＤＧ,東P,"2,862","-14.0 (-0.49%) "
3077,ホリイフードサービス,東S,"547","-14.0 (-2.50%) "
3079,ディーブイエックス,東S,"1,220","-4.0 (-0.33%) "
307A,ハウジング・スタッフ,東PRO,"--","-- (--%) "
3080,ジェーソン,東S,"739","-22.0 (-2.89%) "
3082,きちりＨＬＤＧ,東S,"929","-10.0 (-1.06%) "
3083,スターシーズ,東S,"797","-9.0 (-1.12%) "
3086,Ｊ．フロント　リテイリング,東P,"2,404","-98.0 (-3.92%) "
3087,ドトール・日レスＨＬＤＧ,東P,"2,901","-64.0 (-2.16%) "
3088,マツキヨココカラ＆カンパニー,東P,"2,545.5","-0.5 (-0.02%) "
3089,テクノアルファ,東S,"1,208","-42.0 (-3.36%) "
308A,ぽすとめいとＨＬＤＧ,東PRO,"--","-- (--%) "
3091,ブロンコビリー,東P,"4,090","-100.0 (-2.39%) "
3092,ＺＯＺＯ,東P,"1,125","-41.0 (-3.52%) "
3093,トレジャー・ファクトリー,東P,"1,780","-84.0 (-4.51%) "
3096,オーシャンシステム,東S,"1,755","-42.0 (-2.34%) "
3097,物語コーポレーション,東P,"4,895","-105.0 (-2.10%) "
3099,三越伊勢丹ＨＬＤＧ,東P,"3,005","-66.0 (-2.15%) "
309A,コスモス調剤,東PRO,"--","-- (--%) "
3101,東洋紡,東P,"1,713","-105.0 (-5.78%) "
3103,ユニチカ,東P,"1,649","-302.0 (-15.48%) "
3104,富士紡ＨＬＤＧ,東P,"10,410","-410.0 (-3.79%) "
3105,日清紡ＨＬＤＧ,東P,"1,703.5","-70.0 (-3.95%) "
3106,倉敷紡績,東P,"9,280","-520.0 (-5.31%) "
3107,ダイワボウＨＬＤＧ,東P,"3,056","-154.0 (-4.80%) "
3109,シキボウ,東P,"1,118","-29.0 (-2.53%) "
310A,サーティーフォー,東PRO,"--","-- (--%) "
3110,日東紡績,東P,"23,330","-1,800.0 (-7.16%) "
3111,オーミケンシ,東S,"250","-1.0 (-0.40%) "
3113,ＵＮＩＶＡ・ＯａｋＨＬＤＧ,東S,"71","-1.0 (-1.39%) "
3116,トヨタ紡織,東P,"3,009","-134.0 (-4.26%) "
311A,ＮＰＴ,東PRO,"--","-- (--%) "
3121,マーチャント・バンカーズ,東S,"227","-1.0 (-0.44%) "
3123,サイボー,東S,"675","-23.0 (-3.30%) "
312A,シンコーＨＬＤＧ,東PRO,"--","-- (--%) "
3131,シンデン・ハイテックス,東S,"2,935","-100.0 (-3.29%) "
3132,マクニカＨＬＤＧ,東P,"2,517","-185.0 (-6.85%) "
3133,海帆,東G,"410","-38.0 (-8.48%) "
3134,Ｈａｍｅｅ,東S,"493","-12.0 (-2.38%) "
3135,マーケットエンタープライズ,東S,"970","-27.0 (-2.71%) "
3137,ファンデリー,東G,"259","-31.0 (-10.69%) "
3138,富士山マガジンサービス,東S,"1,035","-18.0 (-1.71%) "
3139,ラクト・ジャパン,東P,"3,725","-50.0 (-1.32%) "
313A,ｉＳ　Ｓ＆Ｐ５００トップ２０,東ETF,"231.7","+2.0 (+0.87%) "
3140,ＢＲＵＮＯ,東G,"1,030","-7.0 (-0.68%) "
3143,オーウイル,東S,"745","-9.0 (-1.19%) "
3148,クリエイトＳＤ　ＨＬＤＧ,東P,"3,255","-85.0 (-2.54%) "
314A,ｉＳ　ゴールド,東ETF,"396.2","-3.9 (-0.97%) "
3150,グリムス,東P,"2,643","-79.0 (-2.90%) "
3151,バイタルケーエスケーＨＬＤＧ,東P,"1,477","-4.0 (-0.27%) "
3153,八洲電機,東P,"3,360","-180.0 (-5.08%) "
3154,メディアスＨＬＤＧ,東P,"814","-13.0 (-1.57%) "
3156,レスター,東P,"2,996","-94.0 (-3.04%) "
3157,ジオリーブグループ,東S,"1,704","+6.0 (+0.35%) "
